word,root
رقيب,رقيب
واخذت,اخذتت
لمدين,لمدين
وسلطان,سلطانن
برشيد,برشيد
يقدم,يقدم
فاوردهم,فاوردهم
الورد,وردرد
المورود,مورودود
بيس,بيس
الرفد,رفدفد
المرفود,مرفودود
نقصه,نقصه
وحصيد,حصيدد
ظلمناهم,ظلمناهم
اغنت,اغنت
ءالهتهم,ءالهتهم
زادوهم,زادوهم
تتبيب,تتبيب
ظالمة,ظالمة
اخذه,اخذه
مجموع,مجموع
مشهود,مشهود
نوخره,نوخره
لاجل,لاجل
معدود,معدود
شقى,شقى
وسعيد,سعيدد
شقوا,شقوا
زفير,زفير
وشهيق,شهيقق
دامت,دامت
فعال,فعال
سعدوا,سعدوا
عطاء,عطاء
مجذوذ,مجذوذ
يعبدون,يعبدون
لموفوهم,لموفوهم
منقوص,منقوص
فاختلف,فاختلف
ليوفينهم,ليوفينهم
فاستقم,فاستقم
تطغوا,تطغوا
تركنوا,تركنوا
فتمسكم,فتمسكم
تنصرون,تنصرون
واقم,اقمم
طرفى,طرفى
وزلفا,زلفاا
الحسنات,حسناتات
يذهبن,يذهبن
للذاكرين,ذاكرينين
بقية,بقية
اترفوا,اترفوا
لجعل,لجعل
مختلفين,مختلفين
ولذالك,لذالكك
خلقهم,خلقهم
نثبت,نثبت
فوادك,فوادك
وجاءك,جاءكك
عاملون,عاملون
وانتظروا,انتظرواا
يرجع,يرجع
فاعبده,فاعبده
قرءانا,قرءانا
عربيا,عربيا
يوسف,يوسف
ياابت,ياابت
رايتهم,رايتهم
تقصص,تقصص
رءياك,رءياك
اخوتك,اخوتك
فيكيدوا,فيكيدوا
كيدا,كيدا
للانسان,انسانان
يجتبيك,يجتبيك
ويعلمك,يعلمكك
تاويل,تاويل
الاحاديث,احاديثيث
ويتم,يتمم
اتمها,اتمها
ابويك,ابويك
واخوته,اخوتهه
للسايلين,سايلينين
ليوسف,ليوسف
واخوه,اخوهه
ابينا,ابينا
عصبة,عصبة
ابانا,ابانا
اطرحوه,اطرحوه
ارضا,ارضا
يخل,يخل
ابيكم,ابيكم
وتكونوا,تكونواا
صالحين,صالحين
قايل,قايل
والقوه,قوهقوه
غيابت,غيابت
الجب,جبجب
يلتقطه,يلتقطه
السيارة,سيارةرة
فاعلين,فاعلين
ياابانا,ياابانا
تامنا,تامنا
لناصحون,لناصحون
ارسله,ارسله
غدا,غدا
يرتع,يرتع
ويلعب,يلعبب
لحافظون,لحافظون
ليحزننى,ليحزننى
تذهبوا,تذهبوا
واخاف,اخافف
ياكله,ياكله
الذيب,ذيبيب
ذهبوا,ذهبوا
واجمعوا,اجمعواا
يجعلوه,يجعلوه
لتنبينهم,لتنبينهم
بامرهم,بامرهم
اباهم,اباهم
عشاء,عشاء
يبكون,يبكون
ذهبنا,ذهبنا
نستبق,نستبق
وتركنا,تركناا
متاعنا,متاعنا
فاكله,فاكله
بمومن,بمومن
قميصه,قميصه
بدم,بدم
سولت,سولت
فصبر,فصبر
جميل,جميل
المستعان,مستعانان
تصفون,تصفون
وجاءت,جاءتت
سيارة,سيارة
فارسلوا,فارسلوا
واردهم,اردهمم
فادلىا,فادلىا
دلوه,دلوه
يابشرىا,يابشرىا
واسروه,اسروهه
بضاعة,بضاعة
وشروه,شروهه
بثمن,بثمن
بخس,بخس
دراهم,دراهم
الزاهدين,زاهدينين
مصر,مصر
لامراته,لامراته
اكرمى,اكرمى
مثوىاه,مثوىاه
نتخذه,نتخذه
مكنا,مكنا
ولنعلمه,لنعلمهه
وعلما,علماا
وراودته,راودتهه
بيتها,بيتها
وغلقت,غلقتت
الابواب,ابواباب
هيت,هيت
معاذ,معاذ
مثواى,مثواى
لنصرف,لنصرف
عبادنا,عبادنا
المخلصين,مخلصينين
واستبقا,استبقاا
وقدت,قدتت
دبر,دبر
والفيا,فيافيا
سيدها,سيدها
لدا,لدا
يسجن,يسجن
راودتنى,راودتنى
وشهد,شهدد
فصدقت,فصدقت
فكذبت,فكذبت
كيدكن,كيدكن
واستغفرى,استغفرىى
لذنبك,لذنبك
الخاطـين,خاطـينين
نسوة,نسوة
تراود,تراود
فتىاها,فتىاها
شغفها,شغفها
لنرىاها,لنرىاها
سمعت,سمعت
بمكرهن,بمكرهن
اليهن,يهنهن
واعتدت,اعتدتت
متكـا,متكـا
وءاتت,ءاتتت
سكينا,سكينا
راينه,راينه
اكبرنه,اكبرنه
وقطعن,قطعنن
ايديهن,ايديهن
وقلن,قلنن
حاش,حاش
فذالكن,فذالكن
لمتننى,لمتننى
راودته,راودته
فاستعصم,فاستعصم
ءامره,ءامره
ليسجنن,ليسجنن
وليكونا,ليكوناا
السجن,سجنجن
يدعوننى,يدعوننى
تصرف,تصرف
كيدهن,كيدهن
اصب,اصب
واكن,اكنن
فصرف,فصرف
ليسجننه,ليسجننه
ودخل,دخلل
فتيان,فتيان
ارىانى,ارىانى
اعصر,اعصر
خمرا,خمرا
راسى,راسى
خبزا,خبزا
نبينا,نبينا
بتاويله,بتاويله
ياتيكما,ياتيكما
ترزقانه,ترزقانه
نباتكما,نباتكما
ذالكما,ذالكما
علمنى,علمنى
تركت,تركت
واتبعت,اتبعتت
ءاباءى,ءاباءى
ياصىاحبى,ياصىاحبى
ءارباب,ءارباب
متفرقون,متفرقون
الواحد,واحدحد
القهار,قهارار
احدكما,احدكما
فيسقى,فيسقى
فيصلب,فيصلب
فتاكل,فتاكل
تستفتيان,تستفتيان
ناج,ناج
اذكرنى,اذكرنى
فانسىاه,فانسىاه
فلبث,فلبث
بضع,بضع
سنين,سنين
بقرات,بقرات
سمان,سمان
ياكلهن,ياكلهن
عجاف,عجاف
وسبع,سبعع
سنبلات,سنبلات
خضر,خضر
يابسات,يابسات
افتونى,افتونى
رءياى,رءياى
للرءيا,رءيايا
تعبرون,تعبرون
اضغاث,اضغاث
احلام,احلام
بتاويل,بتاويل
الاحلام,احلامام
بعالمين,بعالمين
نجا,نجا
وادكر,ادكرر
فارسلون,فارسلون
الصديق,صديقيق
افتنا,افتنا
لعلى,لعلى
ارجع,ارجع
تزرعون,تزرعون
دابا,دابا
حصدتم,حصدتم
فذروه,فذروه
سنبله,سنبله
شداد,شداد
ياكلن,ياكلن
قدمتم,قدمتم
تحصنون,تحصنون
يغاث,يغاث
وفيه,فيهه
يعصرون,يعصرون
فسـله,فسـله
بال,بال
النسوة,نسوةوة
قطعن,قطعن
بكيدهن,بكيدهن
خطبكن,خطبكن
راودتن,راودتن
قلن,قلن
علمنا,علمنا
حصحص,حصحص
اخنه,اخنه
ابري,ابري
لامارة,لامارة
استخلصه,استخلصه
كلمه,كلمه
لدينا,لدينا
مكين,مكين
اجعلنى,اجعلنى
يتبوا,يتبوا
برحمتنا,برحمتنا
ولاجر,لاجرر
فدخلوا,فدخلوا
فعرفهم,فعرفهم
منكرون,منكرون
جهزهم,جهزهم
بجهازهم,بجهازهم
باخ,باخ
اوفى,اوفى
المنزلين,منزلينين
تاتونى,تاتونى
كيل,كيل
تقربون,تقربون
سنراود,سنراود
اباه,اباه
لفاعلون,لفاعلون
لفتيانه,لفتيانه
اجعلوا,اجعلوا
بضاعتهم,بضاعتهم
رحالهم,رحالهم
يعرفونها,يعرفونها
انقلبوا,انقلبوا
اهلهم,اهلهم
ابيهم,ابيهم
اخانا,اخانا
نكتل,نكتل
ءامنكم,ءامنكم
امنتكم,امنتكم
حافظا,حافظا
فتحوا,فتحوا
متاعهم,متاعهم
وجدوا,جدواا
ردت,ردت
نبغى,نبغى
بضاعتنا,بضاعتنا
ونمير,نميرر
اهلنا,اهلنا
ونحفظ,نحفظظ
ونزداد,نزدادد
بعير,بعير
يسير,يسير
توتون,توتون
موثقا,موثقا
لتاتننى,لتاتننى
يحاط,يحاط
ءاتوه,ءاتوه
موثقهم,موثقهم
باب,باب
متفرقة,متفرقة
اغنى,اغنى
وعليه,عليهه
المتوكلون,متوكلونون
ابوهم,ابوهم
حاجة,حاجة
قضىاها,قضىاها
علمناه,علمناه
ءاوىا,ءاوىا
اخاه,اخاه
اخوك,اخوك
السقاية,سقايةية
رحل,رحل
ايتها,ايتها
العير,عيرير
لسارقون,لسارقون
واقبلوا,اقبلواا
تفقدون,تفقدون
نفقد,نفقد
صواع,صواع
ولمن,لمنن
حمل,حمل
زعيم,زعيم
تالله,تالله
لنفسد,لنفسد
سارقين,سارقين
جزاوه,جزاوه
رحله,رحله
فبدا,فبدا
باوعيتهم,باوعيتهم
وعاء,عاءء
استخرجها,استخرجها
كدنا,كدنا
لياخذ,لياخذ
وفوق,فوقق
يسرق,يسرق
سرق,سرق
فاسرها,فاسرها
يبدها,يبدها
ابا,ابا
احدنا,احدنا
ناخذ,ناخذ
لظالمون,لظالمون
استيـسوا,استيـسوا
خلصوا,خلصوا
نجيا,نجيا
كبيرهم,كبيرهم
اباكم,اباكم
فرطتم,فرطتم
ابرح,ابرح
ياذن,ياذن
ابى,ابى
ارجعوا,ارجعوا
ابنك,ابنك
حافظين,حافظين
وسـل,سـلل
والعير,عيرعير
اقبلنا,اقبلنا
ياتينى,ياتينى
وتولىا,تولىاا
يااسفىا,يااسفىا
وابيضت,ابيضتت
عيناه,عيناه
الحزن,حزنزن
كظيم,كظيم
تفتوا,تفتوا
تذكر,تذكر
حرضا,حرضا
الهالكين,هالكينين
اشكوا,اشكوا
بثى,بثى
وحزنى,حزنىى
اذهبوا,اذهبوا
فتحسسوا,فتحسسوا
تايـسوا,تايـسوا
روح,روح
يايـس,يايـس
مسنا,مسنا
واهلنا,اهلناا
ببضاعة,ببضاعة
مزجىاة,مزجىاة
فاوف,فاوف
وتصدق,تصدقق
يجزى,يجزى
المتصدقين,متصدقينين
فعلتم,فعلتم
بيوسف,بيوسف
جاهلون,جاهلون
اءنك,اءنك
يتق,يتق
ويصبر,يصبرر
ءاثرك,ءاثرك
لخاطـين,لخاطـين
تثريب,تثريب
بقميصى,بقميصى
فالقوه,قوهقوه
واتونى,اتونىى
باهلكم,باهلكم
لاجد,لاجد
تفندون,تفندون
ضلالك,ضلالك
القديم,قديميم
البشير,بشيرير
القىاه,قىاهاه
فارتد,فارتد
خاطـين,خاطـين
ابويه,ابويه
ءامنين,ءامنين
وخروا,خرواا
جعلها,جعلها
اخرجنى,اخرجنى
البدو,بدودو
اخوتى,اخوتى
لطيف,لطيف
ءاتيتنى,ءاتيتنى
وعلمتنى,علمتنىى
توفنى,توفنى
والحقنى,حقنىقنى
بالصالحين,صالحينحين
اجمعوا,اجمعوا
حرصت,حرصت
تسـلهم,تسـلهم
يمرون,يمرون
مشركون,مشركون
غاشية,غاشية
بصيرة,بصيرة
اتبعنى,اتبعنى
وسبحان,سبحانن
نوحى,نوحى
افلم,افلم
يسيروا,يسيروا
فينظروا,فينظروا
ولدار,لدارر
استيـس,استيـس
فنجى,فنجى
قصصهم,قصصهم
عبرة,عبرة
المر,مرمر
رفع,رفع
عمد,عمد
ترونها,ترونها
وسخر,سخرر
يجرى,يجرى
توقنون,توقنون
مد,مد
رواسى,رواسى
وانهارا,انهاراا
قطع,قطع
متجاورات,متجاورات
وزرع,زرعع
ونخيل,نخيلل
صنوان,صنوان
يسقىا,يسقىا
بماء,بماء
ونفضل,نفضلل
الاكل,اكلكل
تعجب,تعجب
فعجب,فعجب
اءذا,اءذا
ترابا,ترابا
اءنا,اءنا
جديد,جديد
الاغلال,اغلالال
اعناقهم,اعناقهم
ويستعجلونك,يستعجلونكك
المثلات,مثلاتات
لشديد,لشديد
منذر,منذر
هاد,هاد
تغيض,تغيض
تزداد,تزداد
بمقدار,بمقدار
الكبير,كبيرير
المتعال,متعالال
اسر,اسر
جهر,جهر
مستخف,مستخف
وسارب,ساربب
معقبات,معقبات
خلفه,خلفه
يحفظونه,يحفظونه
يغير,يغير
مرد,مرد
وال,وال
يريكم,يريكم
وينشي,ينشيي
السحاب,سحاباب
الثقال,ثقالال
ويسبح,يسبحح
الرعد,رعدعد
بحمده,بحمده
خيفته,خيفته
فيصيب,فيصيب
يجادلون,يجادلون
المحال,محالال
يستجيبون,يستجيبون
كباسط,كباسط
كفيه,كفيه
ليبلغ,ليبلغ
فاه,فاه
ببالغه,ببالغه
يسجد,يسجد
وظلالهم,ظلالهمم
افاتخذتم,افاتخذتم
يملكون,يملكون
تستوى,تستوى
جعلوا,جعلوا
خلقوا,خلقوا
كخلقه,كخلقه
فتشابه,فتشابه
فسالت,فسالت
اودية,اودية
بقدرها,بقدرها
فاحتمل,فاحتمل
السيل,سيليل
زبدا,زبدا
رابيا,رابيا
يوقدون,يوقدون
حلية,حلية
زبد,زبد
والباطل,باطلاطل
الزبد,زبدبد
فيذهب,فيذهب
جفاء,جفاء
فيمكث,فيمكث
الامثال,امثالال
لافتدوا,لافتدوا
اعمىا,اعمىا
يتذكر,يتذكر
يوفون,يوفون
الميثاق,ميثاقاق
ويخشون,يخشونن
ويخافون,يخافونن
ويدرءون,يدرءونن
عقبى,عقبى
يدخلونها,يدخلونها
صلح,صلح
وازواجهم,ازواجهمم
صبرتم,صبرتم
فنعم,فنعم
اللعنة,لعنةنة
يبسط,يبسط
ويقدر,يقدرر
اناب,اناب
بذكر,بذكر
تطمين,تطمين
القلوب,قلوبوب
طوبىا,طوبىا
مـاب,مـاب
قبلها,قبلها
لتتلوا,لتتلوا
بالرحمان,رحمانمان
متاب,متاب
سيرت,سيرت
قطعت,قطعت
لهدى,لهدى
تصيبهم,تصيبهم
قارعة,قارعة
فامليت,فامليت
عقاب,عقاب
سموهم,سموهم
تنبـونه,تنبـونه
بظاهر,بظاهر
مكرهم,مكرهم
ولعذاب,لعذابب
اشق,اشق
واق,واق
دايم,دايم
وظلها,ظلهاا
وعقبى,عقبىى
ينكر,ينكر
وذرية,ذريةة
يمحوا,يمحوا
وعلينا,عليناا
ناتى,ناتى
ننقصها,ننقصها
اطرافها,اطرافها
معقب,معقب
لحكمه,لحكمه
المكر,مكركر
وسيعلم,سيعلمم
مرسلا,مرسلا
كفىا,كفىا
لتخرج,لتخرج
الحميد,حميديد
يستحبون,يستحبون
بلسان,بلسان
فيضل,فيضل
وذكرهم,ذكرهمم
بايىام,بايىام
صبار,صبار
شكور,شكور
انجىاكم,انجىاكم
ويذبحون,يذبحونن
لازيدنكم,لازيدنكم
لغنى,لغنى
نبوا,نبوا
فردوا,فردوا
كفرنا,كفرنا
ارسلتم,ارسلتم
تدعوننا,تدعوننا
افى,افى
ويوخركم,يوخركمم
تصدونا,تصدونا
فاتونا,فاتونا
بسلطان,بسلطان
مثلكم,مثلكم
يمن,يمن
ناتيكم,ناتيكم
نتوكل,نتوكل
سبلنا,سبلنا
ولنصبرن,لنصبرنن
ءاذيتمونا,ءاذيتمونا
لرسلهم,لرسلهم
لنخرجنكم,لنخرجنكم
ارضنا,ارضنا
فاوحىا,فاوحىا
لنهلكن,لنهلكن
ولنسكننكم,لنسكننكمم
وخاف,خافف
وعيد,عيدد
واستفتحوا,استفتحواا
وخاب,خابب
ورايه,رايهه
ويسقىا,يسقىاا
صديد,صديد
يتجرعه,يتجرعه
يسيغه,يسيغه
وياتيه,ياتيهه
بميت,بميت
كرماد,كرماد
اشتدت,اشتدت
الريح,ريحيح
البعيد,بعيديد
بخلق,بخلق
وبرزوا,برزواا
الضعفاوا,ضعفاواوا
تبعا,تبعا
مغنون,مغنون
لهديناكم,لهديناكم
اجزعنا,اجزعنا
صبرنا,صبرنا
محيص,محيص
وعدكم,عدكمم
ووعدتكم,وعدتكمم
فاخلفتكم,فاخلفتكم
دعوتكم,دعوتكم
فاستجبتم,فاستجبتم
تلومونى,تلومونى
ولوموا,لومواا
بمصرخكم,بمصرخكم
بمصرخى,بمصرخى
كفرت,كفرت
اشركتمون,اشركتمون
تحيتهم,تحيتهم
ضرب,ضرب
كشجرة,كشجرة
اصلها,اصلها
ثابت,ثابت
وفرعها,فرعهاا
ويضرب,يضربب
خبيثة,خبيثة
اجتثت,اجتثت
قرار,قرار
يثبت,يثبت
بالقول,قولقول
الثابت,ثابتبت
ويضل,يضلل
ويفعل,يفعلل
بدلوا,بدلوا
واحلوا,احلواا
البوار,بوارار
يصلونها,يصلونها
القرار,قرارار
مصيركم,مصيركم
لعبادى,لعبادى
يقيموا,يقيموا
وينفقوا,ينفقواا
خلال,خلال
لتجرى,لتجرى
دايبين,دايبين
سالتموه,سالتموه
تحصوها,تحصوها
لظلوم,لظلوم
البلد,بلدلد
واجنبنى,اجنبنىى
وبنى,بنىى
الاصنام,اصنامام
انهن,انهن
اضللن,اضللن
تبعنى,تبعنى
عصانى,عصانى
اسكنت,اسكنت
بواد,بواد
زرع,زرع
المحرم,محرمرم
ليقيموا,ليقيموا
فاجعل,فاجعل
تهوى,تهوى
وارزقهم,ارزقهمم
نخفى,نخفى
نعلن,نعلن
اسماعيل,اسماعيل
وتقبل,تقبلل
ولوالدى,لوالدىى
وللمومنين,للمومنينن
غافلا,غافلا
يوخرهم,يوخرهم
تشخص,تشخص
مهطعين,مهطعين
مقنعى,مقنعى
رءوسهم,رءوسهم
طرفهم,طرفهم
وافـدتهم,افـدتهمم
هواء,هواء
نجب,نجب
دعوتك,دعوتك
ونتبع,نتبعع
زوال,زوال
وسكنتم,سكنتمم
مساكن,مساكن
وتبين,تبينن
فعلنا,فعلنا
وضربنا,ضربناا
مكروا,مكروا
لتزول,لتزول
مخلف,مخلف
تبدل,تبدل
والسماوات,سماواتوات
وترى,ترىى
مقرنين,مقرنين
الاصفاد,اصفاداد
سرابيلهم,سرابيلهم
قطران,قطران
وتغشىا,تغشىاا
بلاغ,بلاغ
وليعلموا,ليعلمواا
وليذكر,ليذكرر
وقرءان,قرءانن
ربما,ربما
ياكلوا,ياكلوا
ويتمتعوا,يتمتعواا
ويلههم,يلههمم
الامل,اململ
ولها,لهاا
معلوم,معلوم
تسبق,تسبق
اجلها,اجلها
لمجنون,لمجنون
بالملايكة,ملايكةيكة
ننزل,ننزل
منظرين,منظرين
شيع,شيع
نسلكه,نسلكه
بابا,بابا
فظلوا,فظلوا
يعرجون,يعرجون
لقالوا,لقالوا
سكرت,سكرت
ابصارنا,ابصارنا
مسحورون,مسحورون
بروجا,بروجا
وزيناها,زيناهاا
وحفظناها,حفظناهاا
شيطان,شيطان
رجيم,رجيم
استرق,استرق
شهاب,شهاب
مددناها,مددناها
وانبتنا,انبتناا
موزون,موزون
برازقين,برازقين
خزاينه,خزاينه
ننزله,ننزله
بقدر,بقدر
لواقح,لواقح
فاسقيناكموه,فاسقيناكموه
بخازنين,بخازنين
لنحن,لنحن
نحى,نحى
ونميت,نميتت
الوارثون,وارثونون
المستقدمين,مستقدمينين
المستـخرين,مستـخرينين
صلصال,صلصال
حما,حما
مسنون,مسنون
والجان,جانجان
خلقناه,خلقناه
السموم,سموموم
سويته,سويته
ونفخت,نفختت
روحى,روحى
فقعوا,فقعوا
فسجد,فسجد
اجمعون,اجمعون
ياابليس,ياابليس
لاسجد,لاسجد
خلقته,خلقته
فانظرنى,فانظرنى
الوقت,وقتقت
المعلوم,معلوموم
لازينن,لازينن
ولاغوينهم,لاغوينهمم
لموعدهم,لموعدهم
سبعة,سبعة
جزء,جزء
مقسوم,مقسوم
وعيون,عيونن
ادخلوها,ادخلوها
سرر,سرر
متقابلين,متقابلين
بمخرجين,بمخرجين
نبي,نبي
ونبيهم,نبيهمم
ضيف,ضيف
وجلون,جلونن
توجل,توجل
نبشرك,نبشرك
بغلام,بغلام
ابشرتمونى,ابشرتمونى
فبم,فبم
تبشرون,تبشرون
بشرناك,بشرناك
القانطين,قانطينين
يقنط,يقنط
خطبكم,خطبكم
المرسلون,مرسلونون
لمنجوهم,لمنجوهم
قدرنا,قدرنا
جيناك,جيناك
يمترون,يمترون
واتيناك,اتيناكك
ادبارهم,ادبارهم
وامضوا,امضواا
وقضينا,قضيناا
مقطوع,مقطوع
مصبحين,مصبحين
تفضحون,تفضحون
ننهك,ننهك
لعمرك,لعمرك
سكرتهم,سكرتهم
مشرقين,مشرقين
فجعلنا,فجعلنا
للمتوسمين,متوسمينين
لبسبيل,لبسبيل
الايكة,ايكةكة
لظالمين,لظالمين
وانهما,انهماا
لبامام,لبامام
فكانوا,فكانوا
ينحتون,ينحتون
لءاتية,لءاتية
فاصفح,فاصفح
الصفح,صفحفح
الجميل,جميليل
الخلاق,خلاقاق
ءاتيناك,ءاتيناك
سبعا,سبعا
المثانى,مثانىنى
تمدن,تمدن
عينيك,عينيك
متعنا,متعنا
واخفض,اخفضض
جناحك,جناحك
النذير,نذيرير
المقتسمين,مقتسمينين
عضين,عضين
فوربك,فوربك
لنسـلنهم,لنسـلنهم
فاصدع,فاصدع
تومر,تومر
كفيناك,كفيناك
المستهزءين,مستهزءينين
ءاخر,ءاخر
يضيق,يضيق
فسبح,فسبح
بحمد,بحمد
واعبد,اعبدد
ياتيك,ياتيك
اليقين,يقينين
اتىا,اتىا
تستعجلوه,تستعجلوه
بالروح,روحروح
انذروا,انذروا
تعالىا,تعالىا
نطفة,نطفة
خصيم,خصيم
خلقها,خلقها
دفء,دفء
جمال,جمال
تريحون,تريحون
تسرحون,تسرحون
وتحمل,تحملل
اثقالكم,اثقالكم
بلد,بلد
بالغيه,غيهغيه
بشق,بشق
والبغال,بغالغال
والحمير,حميرمير
لتركبوها,لتركبوها
وزينة,زينةة
ويخلق,يخلقق
قصد,قصد
جاير,جاير
ومنه,منهه
تسيمون,تسيمون
ينبت,ينبت
الزرع,زرعرع
والنخيل,نخيلخيل
والاعناب,اعنابناب
الوانه,وانهنه
طريا,طريا
وتستخرجوا,تستخرجواا
تلبسونها,تلبسونها
مواخر,مواخر
ولتبتغوا,لتبتغواا
والقىا,قىاقىا
تميد,تميد
وسبلا,سبلاا
وعلامات,علاماتت
وبالنجم,بالنجمم
تسرون,تسرون
تعلنون,تعلنون
الاهكم,اهكمكم
منكرة,منكرة
مستكبرون,مستكبرون
المستكبرين,مستكبرينين
ليحملوا,ليحملوا
اوزار,اوزار
يضلونهم,يضلونهم
فاتى,فاتى
فخر,فخر
السقف,سقفقف
واتىاهم,اتىاهمم
يخزيهم,يخزيهم
شركاءى,شركاءى
تشاقون,تشاقون
والسوء,سوءسوء
تتوفىاهم,تتوفىاهم
فالقوا,قواقوا
فادخلوا,فادخلوا
فلبيس,فلبيس
المتكبرين,متكبرينين
ولنعم,لنعمم
يشاءون,يشاءون
طيبين,طيبين
فاصابهم,فاصابهم
سيـات,سيـات
واجتنبوا,اجتنبواا
تحرص,تحرص
يموت,يموت
قولنا,قولنا
اردناه,اردناه
لنبوينهم,لنبوينهم
فسـلوا,فسـلوا
لتبين,لتبين
يخسف,يخسف
ياخذهم,ياخذهم
تقلبهم,تقلبهم
تخوف,تخوف
يتفيوا,يتفيوا
ظلاله,ظلاله
اليمين,يمينين
والشمايل,شمايلايل
داخرون,داخرون
ويفعلون,يفعلونن
يومرون,يومرون
فاياى,فاياى
واصبا,اصباا
مسكم,مسكم
فاليه,يهليه
تجـرون,تجـرون
كشف,كشف
ليكفروا,ليكفروا
فتمتعوا,فتمتعوا
ويجعلون,يجعلونن
لتسـلن,لتسـلن
البنات,بناتات
يشتهون,يشتهون
ظل,ظل
مسودا,مسودا
يتوارىا,يتوارىا
ايمسكه,ايمسكه
هون,هون
يدسه,يدسه
التراب,تراباب
المثل,مثلثل
الاعلىا,اعلىاىا
يواخذ,يواخذ
يكرهون,يكرهون
وتصف,تصفف
مفرطون,مفرطون
فزين,فزين
نسقيكم,نسقيكم
بطونه,بطونه
فرث,فرث
ودم,ودم
لبنا,لبنا
خالصا,خالصا
سايغا,سايغا
للشاربين,شاربينين
ثمرات,ثمرات
النخيل,نخيليل
سكرا,سكرا
ورزقا,رزقاا
واوحىا,اوحىاا
النحل,نحلحل
اتخذى,اتخذى
الشجر,شجرجر
كلى,كلى
فاسلكى,فاسلكى
ذللا,ذللا
بطونها,بطونها
مختلف,مختلف
شفاء,شفاء
ارذل,ارذل
العمر,عمرمر
لكى,لكى
فضلوا,فضلوا
برادى,برادى
افبنعمة,افبنعمة
وحفدة,حفدةة
افبالباطل,افبالباطل
وبنعمت,بنعمتت
تضربوا,تضربوا
مملوكا,مملوكا
يقدر,يقدر
رزقناه,رزقناه
وجهرا,جهراا
وضرب,ضربب
ابكم,ابكم
مولىاه,مولىاه
يوجهه,يوجهه
كلمح,كلمح
البصر,بصرصر
اخرجكم,اخرجكم
والافـدة,افـدةـدة
جو,جو
يمسكهن,يمسكهن
جلود,جلود
تستخفونها,تستخفونها
ظعنكم,ظعنكم
اقامتكم,اقامتكم
اصوافها,اصوافها
واوبارها,اوبارهاا
واشعارها,اشعارهاا
اثاثا,اثاثا
ومتاعا,متاعاا
ظلالا,ظلالا
اكنانا,اكنانا
سرابيل,سرابيل
تقيكم,تقيكم
وسرابيل,سرابيلل
باسكم,باسكم
تسلمون,تسلمون
ينكرونها,ينكرونها
نبعث,نبعث
يوذن,يوذن
يستعتبون,يستعتبون
شركاءهم,شركاءهم
شركاونا,شركاونا
ندعوا,ندعوا
دونك,دونك
زدناهم,زدناهم
يفسدون,يفسدون
ونزلنا,نزلناا
تبيانا,تبيانا
للمسلمين,مسلمينين
والاحسان,احسانسان
وايتاي,ايتايي
وينهىا,ينهىاا
الفحشاء,فحشاءاء
والمنكر,منكرنكر
تنقضوا,تنقضوا
توكيدها,توكيدها
جعلتم,جعلتم
كفيلا,كفيلا
تفعلون,تفعلون
كالتى,تىلتى
نقضت,نقضت
غزلها,غزلها
انكاثا,انكاثا
دخلا,دخلا
اربىا,اربىا
يبلوكم,يبلوكم
وليبينن,ليبيننن
ولتسـلن,لتسـلنن
فتزل,فتزل
ثبوتها,ثبوتها
وتذوقوا,تذوقواا
صددتم,صددتم
ينفد,ينفد
باق,باق
ولنجزين,لنجزينن
فلنحيينه,فلنحيينه
ولنجزينهم,لنجزينهمم
قرات,قرات
سلطانه,سلطانه
يتولونه,يتولونه
مفتر,مفتر
ليثبت,ليثبت
اعجمى,اعجمى
عربى,عربى
يفترى,يفترى
الكاذبون,كاذبونون
ايمانه,ايمانه
اكره,اكره
مطمين,مطمين
شرح,شرح
صدرا,صدرا
فعليهم,فعليهم
وسمعهم,سمعهمم
فتنوا,فتنوا
وصبروا,صبرواا
تاتى,تاتى
نفسها,نفسها
وتوفىا,توفىاا
ءامنة,ءامنة
مطمينة,مطمينة
ياتيها,ياتيها
فكفرت,فكفرت
بانعم,بانعم
فاذاقها,فاذاقها
الجوع,جوعوع
والخوف,خوفخوف
تصف,تصف
السنتكم,سنتكمكم
حلال,حلال
حرام,حرام
لتفتروا,لتفتروا
قصصنا,قصصنا
قانتا,قانتا
لانعمه,لانعمه
اجتبىاه,اجتبىاه
وهدىاه,هدىاهه
بالحكمة,حكمةكمة
والموعظة,موعظةعظة
وجادلهم,جادلهمم
بمن,بمن
عاقبتم,عاقبتم
فعاقبوا,فعاقبوا
عوقبتم,عوقبتم
للصابرين,صابرينين
صبرك,صبرك
ضيق,ضيق
محسنون,محسنون
سبحان,سبحان
بعبده,بعبده
الاقصا,اقصاصا
لنريه,لنريه
البصير,بصيرير
وجعلناه,جعلناهه
دونى,دونى
حملنا,حملنا
شكورا,شكورا
لتفسدن,لتفسدن
ولتعلن,لتعلنن
علوا,علوا
اولىاهما,اولىاهما
فجاسوا,فجاسوا
الديار,ديارار
رددنا,رددنا
الكرة,كرةرة
وامددناكم,امددناكمم
باموال,باموال
وبنين,بنينن
وجعلناكم,جعلناكمم
نفيرا,نفيرا
احسنتم,احسنتم
اساتم,اساتم
ليسـوا,ليسـوا
وليدخلوا,ليدخلواا
دخلوه,دخلوه
وليتبروا,ليتبرواا
تتبيرا,تتبيرا
يرحمكم,يرحمكم
عدتم,عدتم
حصيرا,حصيرا
للتى,تىتى
اقوم,اقوم
ويبشر,يبشرر
