word,root
وترى,ترى
مقرنين,قرن
الاصفاد,صفد
سرابيلهم,رابيل
قطران,قطر
وتغشىا,غشى
بلاغ,بلغ
وليعلموا,علم
وليذكر,ذكر
وقرءان,قرء
ربما,ربم
ياكلوا,يكل
ويتمتعوا,متع
ويلههم,ويل
الامل,امل
ولها,وله
معلوم,علم
تسبق,سبق
اجلها,اجل
لمجنون,لمج
بالملايكة,لاك
ننزل,نزل
منظرين,نظر
شيع,شيع
نسلكه,نسل
بابا,ببا
فظلوا,فظل
يعرجون,عرج
لقالوا,لقل
سكرت,سكر
ابصارنا,بصر
مسحورون,سحر
بروجا,برج
وزيناها,وزن
وحفظناها,حفظ
شيطان,شيط
رجيم,رجم
استرق,سرق
شهاب,شهب
مددناها,ددن
وانبتنا,ونب
موزون,موز
برازقين,رزق
خزاينه,خزي
ننزله,نزل
بقدر,قدر
لواقح,لقح
فاسقيناكموه,فاسقيناكموه
بخازنين,بخز
لنحن,لنح
نحى,نحى
ونميت,ونم
الوارثون,ورث
المستقدمين,قدم
المستـخرين,ـخر
صلصال,صلصال
حما,حما
مسنون,مسن
والجان,جان
خلقناه,خلق
السموم,سمم
سويته,سوت
ونفخت,نفخ
روحى,روحى
فقعوا,فقع
فسجد,سجد
اجمعون,جمع
ياابليس,بلس
لاسجد,سجد
خلقته,خلق
فانظرنى,ظرنى
الوقت,وقت
المعلوم,علم
لازينن,لزي
ولاغوينهم,لغو
لموعدهم,وعد
سبعة,سبع
جزء,جزء
مقسوم,قسم
وعيون,وعي
ادخلوها,دخلو
سرر,سرر
متقابلين,قابل
بمخرجين,خرج
نبي,نبي
ونبيهم,ونب
ضيف,ضيف
وجلون,وجل
توجل,وجل
نبشرك,بشر
بغلام,غلم
ابشرتمونى,ابشرتمونى
فبم,فبم
تبشرون,بشر
بشرناك,بشر
القانطين,قنط
يقنط,قنط
خطبكم,خطب
المرسلون,رسل
لمنجوهم,نجو
قدرنا,قدر
جيناك,جين
يمترون,متر
واتيناك,وتي
ادبارهم,دبر
وامضوا,ومض
وقضينا,وقض
مقطوع,قطع
مصبحين,صبح
تفضحون,فضح
ننهك,ننه
لعمرك,عمر
سكرتهم,سكر
مشرقين,شرق
فجعلنا,جعل
للمتوسمين,توسم
لبسبيل,سبل
الايكة,ايك
لظالمين,ظلم
وانهما,ونه
لبامام,امم
فكانوا,فكن
ينحتون,ينح
لءاتية,لءت
فاصفح,صفح
الصفح,صفح
الجميل,جمل
الخلاق,خلق
ءاتيناك,ءتي
سبعا,سبع
المثانى,ثنى
تمدن,تمد
عينيك,عين
متعنا,متع
واخفض,خفض
جناحك,جنح
النذير,نذر
المقتسمين,قسم
عضين,عضن
فوربك,ورب
لنسـلنهم,سـل
فاصدع,صدع
تومر,ومر
كفيناك,كفن
المستهزءين,هزء
ءاخر,ءخر
يضيق,يضق
فسبح,سبح
بحمد,حمد
واعبد,عبد
ياتيك,ايك
اليقين,يقن
اتىا,اتى
تستعجلوه,تستعجلوه
بالروح,روح
انذروا,نذر
تعالىا,على
نطفة,نطف
خصيم,خصم
خلقها,خلق
دفء,دفء
جمال,جمل
تريحون,ترح
تسرحون,سرح
وتحمل,حمل
اثقالكم,ثقل
بلد,بلد
بالغيه,غيه
بشق,بشق
والبغال,بغل
والحمير,حمر
لتركبوها,ركبو
وزينة,وزن
ويخلق,خلق
قصد,قصد
جاير,جير
ومنه,ومن
تسيمون,تسم
ينبت,ينب
الزرع,زرع
والنخيل,نخل
والاعناب,عنب
الوانه,ونه
طريا,طرا
وتستخرجوا,خرج
تلبسونها,بسو
مواخر,وخر
ولتبتغوا,بتغ
والقىا,قىا
تميد,تمد
وسبلا,سبل
وعلامات,علم
وبالنجم,نجم
تسرون,تسر
تعلنون,تعل
الاهكم,هكم
منكرة,نكر
مستكبرون,كبر
المستكبرين,كبر
ليحملوا,حمل
اوزار,وزر
يضلونهم,ضلو
فاتى,فتى
فخر,فخر
السقف,سقف
واتىاهم,وتى
يخزيهم,يخز
شركاءى,شركاءى
تشاقون,تشق
والسوء,سوء
تتوفىاهم,وفى
فالقوا,فلق
فادخلوا,دخل
فلبيس,لبس
المتكبرين,تكبر
ولنعم,نعم
يشاءون,يشء
طيبين,طيب
فاصابهم,اصب
سيـات,سيـ
واجتنبوا,جنب
تحرص,حرص
يموت,يمت
قولنا,قول
اردناه,ارد
لنبوينهم,نبو
فسـلوا,سـل
لتبين,لتب
يخسف,خسف
ياخذهم,يخذ
تقلبهم,قلب
تخوف,تخف
يتفيوا,يتف
ظلاله,ظلل
اليمين,يمن
والشمايل,شميل
داخرون,دخر
ويفعلون,فعل
يومرون,ومر
فاياى,ايى
واصبا,وصب
مسكم,سكم
فاليه,فلي
تجـرون,جـر
كشف,كشف
ليكفروا,كفر
فتمتعوا,متع
ويجعلون,جعل
لتسـلن,سـل
البنات,بنت
يشتهون,يشت
ظل,ظل
مسودا,سود
يتوارىا,ورى
ايمسكه,يمس
هون,هون
يدسه,يدس
التراب,ترب
المثل,مثل
الاعلىا,على
يواخذ,يخذ
يكرهون,يكر
وتصف,تصف
مفرطون,فرط
فزين,فزن
نسقيكم,نسق
بطونه,بطن
فرث,فرث
ودم,ودم
لبنا,لبن
خالصا,خلص
سايغا,سيغ
للشاربين,شرب
ثمرات,ثمر
النخيل,نخل
سكرا,سكر
ورزقا,رزق
واوحىا,وحى
النحل,نحل
اتخذى,خذى
الشجر,شجر
كلى,كلى
فاسلكى,لكى
ذللا,ذلل
بطونها,بطن
مختلف,خلف
شفاء,شفء
ارذل,رذل
العمر,عمر
لكى,لكى
فضلوا,فضل
برادى,ردى
افبنعمة,نعم
وحفدة,حفد
افبالباطل,افبالباطل
وبنعمت,نعم
تضربوا,ضرب
مملوكا,ملك
يقدر,قدر
رزقناه,رزق
وجهرا,جهر
وضرب,ضرب
ابكم,بكم
مولىاه,ولى
يوجهه,يوج
كلمح,كلمح
البصر,بصر
اخرجكم,خرج
والافـدة,فـد
جو,جو
يمسكهن,يمس
جلود,جلد
تستخفونها,خفو
ظعنكم,ظعن
اقامتكم,قمت
اصوافها,صوف
واوبارها,وبر
واشعارها,شعر
اثاثا,ثثا
ومتاعا,تاع
ظلالا,ظلل
اكنانا,اكن
سرابيل,رابيل
تقيكم,تقي
وسرابيل,رابيل
باسكم,باس
تسلمون,سلم
ينكرونها,كرو
نبعث,بعث
يوذن,يوذ
يستعتبون,عتب
شركاءهم,شركاء
شركاونا,شركاو
ندعوا,ندع
دونك,دون
زدناهم,زدن
يفسدون,فسد
ونزلنا,نزل
تبيانا,تبا
للمسلمين,سلم
والاحسان,احس
وايتاي,ويت
وينهىا,نهى
الفحشاء,حشء
والمنكر,نكر
تنقضوا,نقض
توكيدها,وكد
جعلتم,جعل
كفيلا,كفل
تفعلون,فعل
كالتى,كالتى
نقضت,نقض
غزلها,غزل
انكاثا,كاث
دخلا,دخل
اربىا,ربى
يبلوكم,بلو
وليبينن,ولب
ولتسـلن,سـل
فتزل,تزل
ثبوتها,ثبت
وتذوقوا,تذق
صددتم,صدد
ينفد,نفد
باق,باق
ولنجزين,نجز
فلنحيينه,فلنحيينه
ولنجزينهم,نجز
قرات,قرت
سلطانه,سلط
يتولونه,ولو
مفتر,فتر
ليثبت,يثب
اعجمى,عجمى
عربى,عربى
يفترى,فرى
الكاذبون,كذب
ايمانه,يمن
اكره,اكر
مطمين,مطم
شرح,شرح
صدرا,صدر
فعليهم,فعل
وسمعهم,سمع
فتنوا,فتن
وصبروا,صبر
تاتى,تتى
نفسها,نفس
وتوفىا,وفى
ءامنة,ءمن
مطمينة,طمن
ياتيها,يتي
فكفرت,كفر
بانعم,نعم
فاذاقها,اذق
الجوع,جوع
والخوف,خوف
تصف,تصف
السنتكم,سنت
حلال,حلل
حرام,حرم
لتفتروا,فتر
قصصنا,قصص
قانتا,قنت
لانعمه,نعم
اجتبىاه,جبى
وهدىاه,هدى
بالحكمة,حكم
والموعظة,وعظ
وجادلهم,جدل
بمن,بمن
عاقبتم,عقب
فعاقبوا,عقب
عوقبتم,عوقب
للصابرين,صبر
صبرك,صبر
ضيق,ضيق
محسنون,حسن
سبحان,سبح
بعبده,عبد
الاقصا,اقص
لنريه,لنر
البصير,بصر
وجعلناه,جعل
دونى,دونى
حملنا,حمل
شكورا,شكر
لتفسدن,فسد
ولتعلن,تعل
علوا,علا
اولىاهما,ولى
فجاسوا,فجس
الديار,دير
رددنا,ردد
الكرة,كرة
وامددناكم,مدد
باموال,مول
وبنين,وبن
وجعلناكم,جعل
نفيرا,نفر
احسنتم,احس
اساتم,اسا
ليسـوا,يسـ
وليدخلوا,دخل
دخلوه,دخلو
وليتبروا,تبر
تتبيرا,تبر
يرحمكم,رحم
عدتم,عدتم
حصيرا,حصر
للتى,لتى
اقوم,اقم
ويبشر,بشر
ويدع,يدع
بالشر,لشر
دعاءه,دعء
عجولا,عجل
ءايتين,ءاي
فمحونا,محو
مبصرة,بصر
لتبتغوا,بتغ
ولتعلموا,علم
تفصيلا,فصل
انسان,انس
الزمناه,زمن
طايره,طير
عنقه,عنق
ونخرج,خرج
يلقىاه,لقى
منشورا,نشر
اقرا,اقر
كتابك,كتب
بنفسك,نفس
معذبين,عذب
نهلك,نهل
مترفيها,ترف
ففسقوا,فسق
فحق,فحق
فدمرناها,دمر
تدميرا,دمر
بربك,برب
بذنوب,ذنب
العاجلة,عجل
عجلنا,عجل
يصلىاها,صلى
مذموما,ذمو
سعيها,سعي
سعيهم,سعي
مشكورا,شكر
نمد,نمد
وهاولاء,هاولاء
محظورا,حظر
وللءاخرة,ءخر
واكبر,كبر
تفضيلا,فضل
تجعل,جعل
فتقعد,قعد
مخذولا,خذل
وقضىا,قضى
يبلغن,بلغ
كلاهما,كله
تقل,تقل
اف,اف
تنهرهما,نهر
الذل,لذل
ارحمهما,رحم
ربيانى,ربيانى
نفوسكم,نفس
للاوابين,اوب
وءات,وءت
والمسكين,مسك
تبذر,بذر
تبذيرا,بذر
المبذرين,بذر
اخوان,اخو
لربه,لرب
كفورا,كفر
تعرضن,عرض
ترجوها,رجو
ميسورا,يسر
عنقك,عنق
تبسطها,بسط
البسط,بسط
ملوما,ملو
محسورا,حسر
بعباده,عبد
نرزقهم,رزق
الزنىا,زنى
مظلوما,ظلو
لوليه,لول
يسرف,سرف
منصورا,نصر
بالعهد,عهد
العهد,عهد
مسـولا,سـل
كلتم,كلتم
وزنوا,وزن
بالقسطاس,قسطاس
تقف,تقف
والبصر,بصر
والفواد,فود
تمش,تمش
مرحا,رحا
تخرق,خرق
تبلغ,بلغ
سييه,سيه
مكروها,كرو
اوحىا,وحى
افاصفىاكم,صفى
بالبنين,بنن
لتقولون,تقل
صرفنا,صرف
ليذكروا,ذكر
يزيدهم,يزد
نفورا,نفر
لابتغوا,بتغ
تسبح,سبح
يسبح,سبح
تفقهون,تفق
تسبيحهم,سبح
حليما,حلي
بينك,بين
حجابا,حجب
مستورا,ورا
ذكرت,ذكر
ولوا,ولا
نجوىا,نجى
مسحورا,سحر
عظاما,عظا
ورفاتا,ورف
لمبعوثون,بعث
خلقا,خلق
جديدا,جدد
حديدا,حدد
يكبر,كبر
يعيدنا,يعد
فطركم,فطر
فسينغضون,نغض
فتستجيبون,تجب
وتظنون,وتظ
لبثتم,لبث
ينزغ,نزغ
تحويلا,حول
ويرجون,يرج
محذورا,حذر
مهلكوها,هلكو
معذبوها,عذبو
مسطورا,سطر
منعنا,منع
بالءايات,ءاي
تخويفا,خوف
احاط,احط
الرءيا,رءا
اريناك,ارن
والشجرة,شجر
الملعونة,لعن
ونخوفهم,نخف
ءاسجد,ءاسجد
طينا,طين
ارءيتك,ارء
كرمت,كرم
اخرتن,اخر
لاحتنكن,لحت
اذهب,ذهب
جزاوكم,جزو
موفورا,وفر
واستفزز,فزز
بصوتك,بصت
واجلب,جلب
بخيلك,بخل
ورجلك,رجل
وشاركهم,وشر
والاولاد,ولد
وعدهم,وعد
يزجى,زجى
نجىاكم,نجى
اعرضتم,عرض
افامنتم,فمن
جانب,جنب
حاصبا,حصب
يعيدكم,يعد
تارة,ترة
فيرسل,رسل
قاصفا,قصف
فيغرقكم,غرق
تبيعا,تبع
كرمنا,كرم
وحملناهم,حمل
وفضلناهم,فضل
بامامهم,امم
كتابه,كتب
بيمينه,بيم
كتابهم,كتب
ليفتنونك,ليفتنونك
لتفترى,فرى
لاتخذوك,خذو
ثبتناك,ثبت
كدت,كدت
لاذقناك,لذق
وضعف,ضعف
الممات,مات
ليستفزونك,ليستفزونك
ليخرجوك,خرجو
يلبثون,لبث
خلافك,خلف
لسنتنا,لسن
لدلوك,دلو
غسق,غسق
مشهودا,شهد
فتهجد,هجد
نافلة,نفل
يبعثك,بعث
مقاما,مقا
محمودا,حمد
ادخلنى,دخلنى
مدخل,دخل
واخرجنى,خرجنى
وزهق,زهق
زهوقا,زهق
وننزل,نزل
يزيد,يزد
خسارا,خسر
انعمنا,نعم
ونـا,ونـ
بجانبه,جنب
يـوسا,يـس
شاكلته,شكل
فربكم,فرب
الروح,روح
لنذهبن,ذهب
اجتمعت,جمع
بمثله,مثل
ظهيرا,ظهر
فابىا,فبى
تفجر,فجر
ينبوعا,نبع
وعنب,عنب
فتفجر,فجر
خلالها,خلل
تفجيرا,فجر
زعمت,زعم
كسفا,كسف
قبيلا,قبل
ترقىا,رقى
لرقيك,لرق
نقروه,قرو
ملايكة,لاك
مطمينين,طمن
لنزلنا,نزل
المهتد,هتد
ونحشرهم,حشر
عميا,عما
وبكما,وبك
وصما,وصم
خبت,خبت
فابى,فبى
تملكون,تمل
لامسكتم,لمس
الانفاق,فاق
قتورا,قتر
تسع,تسع
لاظنك,لظن
مثبورا,ثبر
فاراد,ارد
يستفزهم,سفز
فاغرقناه,فاغرقناه
لفيفا,لفف
وبالحق,لحق
مبشرا,بشر
وقرءانا,قرء
فرقناه,فرق
لتقراه,تقر
مكث,مكث
ونزلناه,نزل
تنزيلا,نزل
يخرون,يخر
للاذقان,اذق
لمفعولا,فعل
ويخرون,يخر
خشوعا,خشع
ايا,ايا
تدعوا,تدع
تجهر,جهر
بصلاتك,بصل
تخافت,خفت
وابتغ,بتغ
وكبره,كبر
تكبيرا,كبر
عبده,عبد
لينذر,نذر
ماكثين,اكث
وينذر,نذر
لءابايهم,لءب
كبرت,كبر
باخع,بخع
الحديث,حدث
لنبلوهم,بلو
لجاعلون,جعل
جرزا,جرز
حسبت,حسب
الكهف,كهف
والرقيم,رقم
اوى,اوى
الفتية,فتة
وهيي,وهي
فضربنا,ضرب
عددا,عدد
بعثناهم,بعث
الحزبين,حزب
احصىا,حصى
لبثوا,لبث
نباهم,نبا
فتية,فتة
وزدناهم,وزد
وربطنا,ربط
شططا,شطط
اعتزلتموهم,اعتزلتمو
فاوا,فوا
ينشر,نشر
ويهيي,ويه
مرفقا,رفق
طلعت,طلع
تزاور,زور
كهفهم,كهف
غربت,غرب
تقرضهم,قرض
الشمال,شمل
فجوة,فجة
مرشدا,رشد
وتحسبهم,حسب
ايقاظا,يقظ
رقود,رقد
ونقلبهم,قلب
وذات,وذت
وكلبهم,كلب
باسط,بسط
ذراعيه,ذرع
بالوصيد,وصد
اطلعت,طلع
لوليت,لول
فرارا,فرر
ولمليت,لمل
رعبا,رعب
ليتساءلوا,سءل
لبثنا,لبث
بورقكم,ورق
فلينظر,نظر
طعاما,طعا
فلياتكم,فلا
برزق,رزق
وليتلطف,لطف
يشعرن,شعر
يرجموكم,رجمو
يعيدوكم,عيدو
تفلحوا,فلح
اعثرنا,عثر
ليعلموا,علم
يتنازعون,نزع
ابنوا,ابن
بنيانا,بنا
غلبوا,غلب
لنتخذن,تخذ
سيقولون,يقل
رابعهم,ربع
كلبهم,كلب
خمسة,خمس
سادسهم,سدس
رجما,رجم
وثامنهم,وثم
بعدتهم,بعد
تمار,تمر
مراء,راء
ظاهرا,ظهر
تستفت,سفت
تقولن,تقل
لشاىء,شىء
فاعل,فعل
نسيت,نست
يهدين,يهد
لاقرب,قرب
ولبثوا,لبث
ثلاث,ثلث
وازدادوا,زدد
تسعا,تسع
حكمه,حكم
ملتحدا,لحد
تعد,تعد
عيناك,عين
تريد,ترد
اغفلنا,غفل
ذكرنا,ذكر
فرطا,فرط
فليومن,ليم
فليكفر,كفر
سرادقها,ردق
يستغيثوا,تغث
يغاثوا,يغث
كالمهل,مهل
يشوى,يشى
الوجوه,وجه
الشراب,شرب
مرتفقا,رفق
يحلون,يحل
اساور,سور
ويلبسون,لبس
ثيابا,ثيب
سندس,ندس
واستبرق,برق
متكـين,تكـ
الارايك,ريك
وحسنت,وحس
واضرب,ضرب
لاحدهما,لحد
جنتين,جنت
وحففناهما,حفف
بنخل,نخل
زرعا,زرع
كلتا,كلت
الجنتين,جنت
ءاتت,ءتت
تظلم,ظلم
وفجرنا,فجر
خلالهما,خلل
نهرا,نهر
ثمر,ثمر
يحاوره,حور
واعز,وعز
نفرا,نفر
جنته,جنت
ظالم,ظلم
اظن,اظن
تبيد,تبد
رددت,ردد
لاجدن,لجد
منقلبا,قلب
صاحبه,صحب
اكفرت,كفر
خلقك,خلق
سوىاك,سوى
لاكنا,لاك
بربى,ربى
جنتك,جنت
ترن,ترن
وولدا,ولد
يوتين,يوت
فتصبح,صبح
زلقا,زلق
يصبح,صبح
ماوها,ماو
غورا,غور
تستطيع,تطع
طلبا,طلب
واحيط,احط
بثمره,ثمر
يقلب,قلب
انفق,نفق
ينصرونه,صرو
منتصرا,نصر
الولاية,ولي
وخير,وخر
عقبا,عقب
هشيما,هشي
تذروه,ذرو
مقتدرا,قدر
والبنون,بنن
والباقيات,بقي
املا,امل
نسير,نسر
بارزة,برز
وحشرناهم,حشر
نغادر,غدر
وعرضوا,عرض
صفا,صفا
نجعل,جعل
موعدا,وعد
ووضع,وضع
مشفقين,شفق
ياويلتنا,اول
يغادر,غدر
احصىاها,حصى
ووجدوا,وجد
حاضرا,حضر
ففسق,فسق
افتتخذونه,افتتخذونه
وذريته,وذر
بدلا,بدل
اشهدتهم,شهد
متخذ,تخذ
المضلين,مضل
عضدا,عضد
نادوا,ناد
فدعوهم,دعو
موبقا,وبق
ورءا,ورء
فظنوا,فظن
مواقعوها,مواقعو
مصرفا,صرف
جدلا,جدل
ويستغفروا,غفر
ويجادل,جدل
ليدحضوا,دحض
ونسى,نسى
تدعهم,تدع
يهتدوا,هتد
يواخذهم,يخذ
لعجل,عجل
موعد,وعد
مويلا,ويل
اهلكناهم,اهل
لمهلكهم,مهل
لفتىاه,فتى
ابلغ,بلغ
مجمع,جمع
البحرين,بحر
امضى,مضى
حقبا,حقب
بلغا,بلغ
نسيا,نسا
حوتهما,حوت
فاتخذ,تخذ
سربا,سرب
جاوزا,جوز
غداءنا,غدء
لقينا,لقي
سفرنا,سفر
نصبا,نصب
ارءيت,ارء
اوينا,اوي
الصخرة,صخر
الحوت,حوت
انسىانيه,انسىانيه
اذكره,ذكر
نبغ,نبغ
فارتدا,رتد
ءاثارهما,ءاثار
قصصا,قصص
فوجدا,وجد
وعلمناه,علم
تعلمن,علم
تصبر,صبر
تحط,تحط
خبرا,خبر
ستجدنى,جدنى
صابرا,صبر
اعصى,عصى
اتبعتنى,عتنى
تسـلنى,ـلنى
احدث,حدث
فانطلقا,طلق
ركبا,ركب
السفينة,سفن
خرقها,خرق
اخرقتها,خرق
لتغرق,غرق
تواخذنى,خذنى
ترهقنى,رهقنى
امرى,مرى
عسرا,عسر
لقيا,لقا
غلاما,غلا
اقتلت,قلت
زكية,زكة
نكرا,نكر
سالتك,سلت
تصاحبنى,صاحبنى
لدنى,دنى
عذرا,عذر
اتيا,اتا
استطعما,سطع
فابوا,فاب
يضيفوهما,ضيفو
جدارا,جدر
ينقض,نقض
فاقامه,اقم
لتخذت,تخذ
فراق,فرق
وبينك,وبن
سانبيك,سنب
تستطع,سطع
فكانت,فكن
لمساكين,لمس
فاردت,فرد
اعيبها,اعب
وراءهم,ورء
ياخذ,يخذ
سفينة,سفن
غصبا,غصب
الغلام,غلم
فخشينا,فخش
يرهقهما,رهق
فاردنا,فرد
يبدلهما,بدل
زكواة,زكا
واقرب,قرب
رحما,رحم
الجدار,جدر
لغلامين,غلم
يتيمين,يتم
تحته,تحت
ابوهما,ابه
يبلغا,بلغ
اشدهما,اشد
ويستخرجا,ويستخرجا
كنزهما,كنز
فعلته,فعل
تسطع,سطع
القرنين,قرن
ساتلوا,ستل
سببا,سبب
فاتبع,تبع
مغرب,غرب
وجدها,وجد
تغرب,غرب
عين,عين
حمية,حمة
ووجد,وجد
ياذا,يذا
تعذب,عذب
تتخذ,تخذ
نعذبه,عذب
فيعذبه,عذب
وسنقول,نقل
يسرا,يسر
مطلع,طلع
دونها,دون
سترا,ستر
احطنا,احط
لديه,لده
السدين,سدن
دونهما,دون
ياجوج,يجج
وماجوج,اجج
مفسدون,فسد
خرجا,خرج
سدا,سدا
مكنى,كنى
فاعينونى,فاعينونى
ردما,ردم
ءاتونى,ءاتونى
زبر,زبر
الحديد,حدد
ساوىا,سوى
الصدفين,صدف
انفخوا,نفخ
قطرا,قطر
اسطاعوا,سطع
يظهروه,ظهرو
نقبا,نقب
دكاء,دكء
يموج,يمج
ونفخ,نفخ
فجمعناهم,جمع
جمعا,جمع
وعرضنا,عرض
غطاء,غطء
ذكرى,ذكرى
سمعا,سمع
افحسب,حسب
ننبيكم,ننب
بالاخسرين,خسر
اعمالا,عمل
يحسبون,حسب
يحسنون,يحس
صنعا,صنع
ولقايه,ولق
فحبطت,حبط
نقيم,نقم
وزنا,وزن
ورسلى,رسلى
الفردوس,ردس
حولا,حول
مدادا,ددا
لنفد,نفد
تنفد,نفد
مددا,ددا
يرجوا,يرج
فليعمل,عمل
بعبادة,عبد
كهيعص,كهيعص
نادىا,ندى
نداء,ندء
خفيا,خفا
وهن,وهن
العظم,عظم
واشتعل,شعل
الراس,راس
شيبا,شيب
بدعايك,بدع
شقيا,شقا
الموالى,ولى
وراءى,رءى
وكانت,وكانت
امراتى,رتى
عاقرا,عقر
فهب,فهب
يرثنى,رثنى
ويرث,يرث
واجعله,جعل
رضيا,رضا
يازكريا,زكر
يحيىا,يحى
سميا,سما
عتيا,عتا
هين,هين
خلقتك,خلق
ليال,ليل
سويا,سوا
فخرج,خرج
سبحوا,سبح
بكرة,بكر
وعشيا,وعش
يايحيىا,يحى
صبيا,صبا
وحنانا,وحن
وزكواة,زكو
تقيا,تقا
وبرا,وبر
بوالديه,بلد
جبارا,جبر
عصيا,عصا
وسلام,سلم
حيا,حيا
انتبذت,نبذ
شرقيا,شرق
فاتخذت,تخذ
روحنا,روح
فتمثل,مثل
لاهب,لهب
زكيا,زكا
اك,اك
ولنجعله,جعل
مقضيا,مقض
فحملته,حمل
فانتبذت,نبذ
قصيا,قصا
فاجاءها,اجء
المخاض,خاض
جذع,جذع
النخلة,نخل
مت,مت
منسيا,منس
فنادىاها,ندى
تحزنى,حزنى
تحتك,تحت
سريا,سرا
وهزى,هزى
بجذع,جذع
تساقط,سقط
رطبا,رطب
جنيا,جنا
فكلى,كلى
واشربى,شربى
وقرى,قرى
ترين,ترن
البشر,بشر
فقولى,قولى
للرحمان,رحم
صوما,صوم
اكلم,كلم
انسيا,انس
فاتت,فتت
قومها,قوم
فريا,فرا
يااخت,ياخ
ابوك,ابك
امك,امك
فاشارت,اشر
نكلم,كلم
عبد,عبد
ءاتىانى,ءاتىانى
وجعلنى,جعلنى
نبيا,نبا
واوصانى,صنى
بالصلواة,صلا
والزكواة,زكا
بوالدتى,دتى
يجعلنى,جعلنى
والسلام,سلم
ولدت,ولد
اموت,امت
مشهد,شهد
اسمع,سمع
وابصر,بصر
ياتوننا,اون
وانذرهم,نذر
الحسرة,حسر
غفلة,غفل
نرث,نرث
والينا,ينا
صديقا,صدق
تعبد,عبد
يبصر,بصر
جاءنى,جاءنى
ياتك,يتك
فاتبعنى,عنى
اهدك,اهد
يمسك,يمس
للشيطان,شيط
اراغب,رغب
ءالهتى,ءالهتى
تنته,تنت
لارجمنك,رجم
واهجرنى,هجرنى
مليا,ليا
ساستغفر,غفر
حفيا,حفا
واعتزلكم,عزل
بدعاء,دعء
اعتزلهم,عزل
وهبنا,وهب
رحمتنا,رحم
مخلصا,خلص
وناديناه,وناديناه
الايمن,ايم
وقربناه,قرب
صادق,صدق
مرضيا,مرض
ادريس,درس
ورفعناه,رفع
واسراءيل,واسراءيل
واجتبينا,جتب
خروا,خرا
وبكيا,وبك
اضاعوا,اضع
غيا,غيا
وءامن,وءم
ماتيا,مات
لغوا,لغا
نورث,ورث
نتنزل,نزل
بامر,بمر
ايدينا,ايد
خلفنا,خلف
واصطبر,صطبر
لعبادته,عبد
لسوف,لسف
لنحشرنهم,حشر
والشياطين,شيط
لنحضرنهم,حضر
حول,حول
جثيا,جثا
لننزعن,نزع
شيعة,شيع
صليا,صلا
واردها,ورد
حتما,حتم
نديا,ندا
ورءيا,ورء
فليمدد,مدد
مدا,مدا
يوعدون,وعد
فسيعلمون,علم
واضعف,ضعف
جندا,جند
ويزيد,يزد
مردا,ردا
افرءيت,فرء
لاوتين,لاو
اطلع,طلع
ونمد,نمد
ونرثه,نرث
وياتينا,ويت
فردا,فرد
ليكونوا,يكو
عزا,عزا
سيكفرون,كفر
بعبادتهم,عبد
ويكونون,يكو
ضدا,ضدا
توزهم,توز
ازا,ازا
عدا,عدا
نحشر,حشر
وفدا,وفد
ونسوق,نسق
وردا,ورد
الشفاعة,شفع
ادا,ادا
تكاد,تكد
يتفطرن,فطر
وتنشق,نشق
وتخر,تخر
هدا,هدا
ينبغى,بغى
ءاتى,ءتى
احصىاهم,حصى
وكلهم,وكل
ءاتيه,ءتي
سيجعل,جعل
ودا,ودا
يسرناه,يسر
بلسانك,بلس
لتبشر,بشر
وتنذر,نذر
تحس,تحس
ركزا,ركز
طه,طه
لتشقىا,شقى
تذكرة,ذكر
يخشىا,خشى
الثرىا,ثرى
السر,لسر
واخفى,خفى
وهل,وهل
اتىاك,تىك
لاهله,لهل
امكثوا,مكث
ءانست,ءنس
ءاتيكم,ءتي
بقبس,قبس
نودى,ودى
فاخلع,خلع
نعليك,نعل
بالواد,واد
المقدس,قدس
طوى,طوى
اخترتك,خرت
فاستمع,سمع
فاعبدنى,عبدنى
لذكرى,ذكرى
ءاتية,ءتي
اكاد,اكد
اخفيها,اخف
لتجزىا,جزى
تسعىا,سعى
يصدنك,يصد
فتردىا,ردى
بيمينك,بيم
عصاى,عصى
اتوكوا,اتك
واهش,وهش
غنمى,غنمى
مـارب,ـرب
القها,قها
فالقىاها,لقى
حية,حية
خذها,خذه
سنعيدها,نعد
سيرتها,سير
الاولىا,ولى
واضمم,ضمم
لنريك,لنر
الكبرى,كبرى
طغىا,طغى
اشرح,شرح
صدرى,صدرى
ويسر,يسر
واحلل,حلل
لسانى,سنى
يفقهوا,يفق
قولى,قولى
وزيرا,وزر
اشدد,شدد
ازرى,زرى
واشركه,وشر
كى,كى
نسبحك,سبح
ونذكرك,ذكر
اوتيت,ويت
سولك,سول
مننا,ننا
اقذفيه,قذف
فاقذفيه,قذف
فليلقه,يلق
بالساحل,سحل
ياخذه,يخذ
وعدو,عدو
والقيت,قيت
محبة,حبة
ولتصنع,صنع
عينى,عينى
تمشى,مشى
اختك,اخت
فتقول,تقل
ادلكم,ادل
يكفله,كفل
فرجعناك,رجع
تقر,تقر
عينها,عين
وقتلت,قتل
فنجيناك,فنج
وفتناك,وفت
فتونا,فتو
فلبثت,لبث
قدر,قدر
واصطنعتك,واصطنعتك
واخوك,وخك
تنيا,تنا
اذهبا,ذهب
فقولا,فقل
لينا,لين
لعله,لعل
نخاف,نخف
يفرط,فرط
يطغىا,طغى
تخافا,خفا
معكما,معك
وارىا,ورى
فاتياه,فتي
